198
8	413	89.1067
11	424	64.622
14	428	53.3104
17	427	84.3801
18	421	83.2887
20	430	32.28
24	422	80.8332
25	423	68.0441
26	419	87.0747
27	420	72.0139
30	439	42.8252
32	436	42.7434
33	438	75.2529
34	437	44.6878
37	440	52.6498
40	445	51.9038
42	444	26.0576
43	441	31.6386
45	442	51.5752
46	446	35.8887
48	449	42.9767
49	450	42.0714
50	451	49.3052
51	455	74.2698
53	447	75.6175
56	456	38.7298
57	458	66.7608
58	454	86.4697
61	460	36.9865
67	461	57.1052
68	457	50.5173
73	459	83.4146
75	463	41.833
78	464	24.779
79	467	62.0081
81	468	69.1737
82	469	36.428
85	470	54.6535
89	473	82.4379
91	483	49.7192
92	484	70.2211
93	478	31.4006
94	477	41.2795
98	479	58.0861
99	486	28.1069
102	485	59.7327
103	490	73.7631
104	488	48.816
108	491	80.0625
112	493	35.8608
113	494	75.3326
114	499	82.5712
115	500	81.9085
116	495	61.3514
119	509	72.8903
120	510	88.4251
121	506	63.0635
122	507	59.95
123	514	45.5851
125	515	37.3363
128	516	59.0762
132	517	44.317
140	522	60.6465
141	520	84.8116
144	523	64.4283
145	521	50.8724
146	524	59.8415
151	525	65.0077
152	526	75.5314
156	527	33.4963
157	528	73.4643
164	532	88.5099
165	533	51.7204
168	536	57.2626
171	541	81.1234
172	542	48.4665
174	547	38.6264
175	548	40.0999
176	554	68.644
177	549	34.5832
178	550	60.291
179	551	39.37
182	552	86.7583
183	565	61.4573
184	556	49.3255
188	566	36.7287
189	567	37.47
190	563	75.4387
191	564	55.6776
192	572	65.9545
200	573	50.1099
206	577	65.8787
207	581	52.6023
209	582	99.3982
211	585	72.1041
212	592	21.7486
213	596	46.9787
215	594	78.7718
217	597	76.5768
218	598	78.1857
219	599	65.4676
220	601	53.5164
221	603	73.7631
222	604	72.0347
223	605	40.8412
224	606	47.1169
225	607	33.5261
226	611	98.4276
229	610	44.4747
231	615	67.0448
236	622	33.3766
237	624	36.524
240	619	63.5453
246	630	45.3542
247	628	36.2905
248	629	65.9697
250	631	35.4542
252	632	39.7366
253	633	40.7554
256	639	86.2902
257	636	77.9038
258	637	87.5728
261	646	75.6902
263	642	75.1731
266	650	54.626
267	653	58.8218
268	654	65.8863
269	648	73.8106
270	652	89.8109
271	658	79.8373
274	655	44.0114
275	656	59.4811
276	659	69.9285
277	660	86.4407
278	664	90.8955
280	669	53.6936
281	670	47.1805
282	667	39.5601
285	672	51.9038
287	671	58.5235
289	677	21.9089
290	675	54.1387
291	678	39.2556
293	680	61.887
294	688	60.9836
295	689	51.788
297	693	46.1519
299	692	90.9505
300	687	66.4831
302	697	30.315
304	696	94.9421
305	694	46.4866
307	698	48.0729
308	699	34.6987
310	703	44.3734
311	706	84.3267
314	708	24.1454
317	707	95.1735
322	715	54.7905
323	712	91.1318
324	713	51.9519
325	717	32.665
328	722	43.8178
329	723	97.591
330	726	96.1769
331	724	64.8074
333	728	39.975
334	730	70.3633
335	727	63.111
336	729	62.6259
340	734	57.7841
342	733	83.7198
344	737	48.4562
346	740	99.549
347	741	69.728
350	747	74.8331
355	750	38.7814
356	753	46.6369
359	754	64.5755
361	758	41.4005
367	760	78.9113
370	761	45.3542
371	764	49.2341
372	766	56.5155
374	769	75.6571
376	771	70.3136
377	772	34.6266
378	774	52.0384
379	778	46.2169
380	779	86.2322
381	775	63.6867
382	780	49.558
385	781	80.8764
387	783	83.3966
390	786	34.5109
391	784	54.0185
392	785	54.0093
402	790	58.6345
