135
5	474	58.9067
6	475	43.5775
9	476	45.4533
11	477	22.1359
13	478	37.4299
17	482	96.5091
18	483	64.4903
21	485	53.9259
22	486	31.4006
27	488	26.7395
28	490	25.1595
30	491	64.9923
31	492	68.1982
32	493	64.7688
33	495	62.9682
34	497	98.1529
37	498	29.9165
38	500	34.1906
43	512	36.1525
44	513	61.9597
45	514	54.4243
47	515	28.9482
49	517	96.5401
50	518	87.7895
53	519	40.9512
54	520	25.3969
55	522	17.8045
56	523	67.6018
57	524	24.5764
58	525	88.159
59	526	49.1935
60	527	41.2795
61	528	66.8805
62	530	56.107
64	531	54.2494
65	532	55.7584
66	533	88.295
67	534	40.6325
68	535	26.7395
69	536	39.0512
72	539	40.9512
73	540	42.1426
74	541	24.779
75	542	19.1572
76	545	81.3081
77	548	81.9573
78	551	93.3327
79	552	47.7493
82	553	95.4516
84	558	54.1756
87	561	55.109
90	563	35.4824
91	564	26.8887
92	565	36.7831
93	570	78.7274
94	572	50.3488
95	573	48.9898
97	569	43.1045
99	574	72.7668
107	584	47.0106
108	582	55.3805
109	586	57.1577
110	587	40.3856
115	589	27.5862
117	591	75.9078
118	592	66.5958
120	593	70.5549
122	596	74.94
123	595	44.2154
124	598	44.8553
128	607	94.3186
130	600	38.0132
132	611	37.8814
137	614	50.547
138	606	74.9333
139	609	35.7071
140	610	30.545
141	617	39.4208
142	618	29.189
143	619	29.6311
146	612	43.1856
153	622	61.1882
157	627	78.6829
160	625	80.2745
163	631	61.8708
170	633	58.7282
173	634	70.0999
176	635	86.1104
177	636	71.5262
179	638	13.1149
185	639	55.6058
186	648	75.921
190	637	56.7715
191	655	51.643
192	656	95.7445
194	643	35.7491
196	658	50.8626
197	661	63.6475
198	652	53.963
201	664	83.8511
204	666	34.176
208	670	38
209	671	38.5357
210	669	32.573
211	674	58.6259
212	673	39.8121
213	675	44.0454
217	678	83.8928
218	676	53.5164
219	667	31.8904
221	679	71.0563
222	686	62.2093
224	683	38.9358
225	680	28.5832
227	677	67.8233
229	682	92.1141
232	691	60.3656
235	685	98.4937
243	699	51.8459
245	706	87.0976
251	713	27.0555
252	714	38.6135
255	716	35.2562
256	711	60.9098
261	717	52.7352
263	719	41.2674
267	728	50.2195
268	730	56
269	731	78.5493
271	737	91.1592
272	738	86.3771
278	746	77.2787
285	748	43.1972
288	752	53.4696
289	758	60.4152
